Cliente;Tipo de Cliente;Itens;Vendas Líquidas ($);Método de Pagamento;Gênero;Estado Civil;Idade;Região
725;1Compra;4.06;25;MasterCard;Feminino;Solteiro(a);61;Toledo
726;Regular;5.64;33;Visa;Feminino;Casado(a);29;Pato Branco
727;1Compra;7.84;38;Boleto;Feminino;Casado(a);27;Pato Branco
728;1Compra;6.09;31;Boleto;Feminino;Casado(a);22;Guarapuava
729;1Compra;5.62;42;Boleto;Feminino;Casado(a);37;Pato Branco
730;Retorno;7.55;42;Boleto;Feminino;Casado(a);20;Pato Branco
731;Retorno;4.07;46;Boleto;Feminino;Solteiro(a);48;Toledo
732;Regular;6.04;37;Boleto;Feminino;Casado(a);64;Guarapuava
733;Regular;4.22;65;Boleto;Feminino;Casado(a);51;Maringa
734;1Compra;7.25;30;Boleto;Feminino;Casado(a);35;Pato Branco
735;Retorno;5.95;42;Boleto;Feminino;Casado(a);36;Pato Branco
736;Retorno;7.18;84;MasterCard;Feminino;Solteiro(a);35;Maringa
737;Retorno;7.53;113;MasterCard;Feminino;Casado(a);71;Pato Branco
738;Regular;4.16;79;Boleto;Feminino;Solteiro(a);53;Maringa
739;Retorno;5.77;93;Visa;Feminino;Solteiro(a);42;Colombo
740;1Compra;6.83;131;Boleto;Feminino;Casado(a);42;Curitiba0
741;Regular;6.86;103;Boleto;Feminino;Casado(a);49;CuritibaCuritiba
742;Regular;4.5;102;Visa;Feminino;Casado(a);41;Toledo
743;1Compra;6.55;76;Boleto;Feminino;Casado(a);34;Toledo
744;1Compra;5.23;32;Boleto;Feminino;Casado(a);44;Pato Branco
745;1Compra;8.02;46;Boleto;Feminino;Casado(a);20;Toledo
746;Retorno;5.07;57;MasterCard;Feminino;Solteiro(a);35;Pato Branco
747;1Compra;4.92;22;Boleto;Feminino;Solteiro(a);35;Pato Branco
748;Retorno;4.69;30;Boleto;Feminino;Solteiro(a);52;Colombo
749;Regular;4.51;60;Boleto;Feminino;Casado(a);59;Guarapuava
750;Retorno;6.37;65;Boleto;Feminino;Casado(a);31;Toledo
751;Retorno;6.69;71;Visa;Feminino;Casado(a);18;Colombo
752;1Compra;4.54;135;Boleto;Feminino;Solteiro(a);32;Maringa
753;Regular;6.94;65;Boleto;Feminino;Casado(a);19;Maringa
754;1Compra;4.63;56;Visa;Feminino;Casado(a);20;Pato Branco
755;1Compra;4.83;72;Boleto;Masculino;Casado(a);47;Guarapuava
756;Regular;6.68;60;Boleto;Feminino;Solteiro(a);30;Pato Branco
757;Regular;5.15;29;Visa;Masculino;Solteiro(a);25;Toledo
758;1Compra;6.47;70;Boleto;Feminino;Casado(a);66;Maringa
759;1Compra;6.21;59;Boleto;Feminino;Casado(a);37;Maringa
760;Retorno;4.22;50;Boleto;Feminino;Casado(a);55;Dois Vizinhos
761;Retorno;4.12;65;Boleto;Feminino;Casado(a);48;Toledo
762;Retorno;7.72;36;Boleto;Feminino;Casado(a);41;Guarapuava
763;Retorno;5.64;31;Boleto;Feminino;Casado(a);31;Pato Branco
764;Retorno;7.89;58;Boleto;Masculino;Casado(a);44;Curitiba0
765;Retorno;4.54;98;Boleto;2;Casado(a);39;Maringa
766;1Compra;8.67;60;Boleto;Feminino;Casado(a);27;Pato Branco
767;Regular;4.46;92;Boleto;Feminino;Casado(a);34;Toledo
768;Retorno;6.82;80;Boleto;Feminino;Casado(a);43;CuritibaCuritiba
769;1Compra;5.64;55;Boleto;Feminino;Solteiro(a);42;Guarapuava
770;1Compra;7.01;64;Boleto;Feminino;Solteiro(a);31;Pato Branco
771;1Compra;4.7;49;Boleto;Feminino;Casado(a);35;Colombo
772;1Compra;6.34;56;Boleto;Feminino;Casado(a);47;Guarapuava
773;Regular;7;52;Boleto;Feminino;Casado(a);35;Colombo
774;Retorno;5.34;55;Boleto;Feminino;Casado(a);73;Toledo
775;Retorno;4.19;60;Boleto;Feminino;Casado(a);44;Guarapuava
776;Retorno;7.38;41;MasterCard;Masculino;Casado(a);32;Guarapuava
777;Retorno;4.59;62;Boleto;Feminino;Solteiro(a);50;Pato Branco
778;Regular;4.64;70;Boleto;Feminino;Casado(a);26;Pato Branco
779;1Compra;7.44;55;Boleto;Feminino;Solteiro(a);32;Pato Branco
780;Retorno;6.23;57;MasterCard;Feminino;Solteiro(a);28;Londrina
781;1Compra;6.21;35;Boleto;Feminino;Solteiro(a);52;Pato Branco
782;1Compra;5.67;40;Boleto;Feminino;Casado(a);59;Guarapuava
783;Regular;5.62;39;MasterCard;Feminino;Casado(a);50;Pato Branco
784;Retorno;7.01;65;Boleto;Masculino;Casado(a);37;Guarapuava
785;1Compra;4.32;38;Boleto;Feminino;Casado(a);38;Colombo
786;1Compra;6.41;61;Boleto;Feminino;Casado(a);46;CuritibaCuritiba
787;Retorno;4.76;70;Boleto;Feminino;Solteiro(a);33;Pato Branco
788;1Compra;5.84;76;Boleto;Feminino;Solteiro(a);43;Guarapuava
789;Retorno;6.28;69;Boleto;Feminino;Casado(a);32;Pato Branco
790;Regular;7.78;70;Boleto;Feminino;Casado(a);25;Toledo
791;1Compra;7.08;36;Visa;Feminino;Solteiro(a);53;Pato Branco
792;Retorno;6.98;47;Boleto;Feminino;Solteiro(a);27;Guarapuava
793;Retorno;4.24;53;Boleto;Masculino;Casado(a);36;Maringa
794;1Compra;4.5;47;Boleto;Feminino;Casado(a);51;Colombo
795;Retorno;4.95;30;Boleto;Feminino;Solteiro(a);71;Toledo
796;Regular;5.83;47;Boleto;Feminino;Solteiro(a);32;Maringa
797;Retorno;4.72;50;Visa;Feminino;Casado(a);56;Guarapuava
798;Retorno;4.82;45;Boleto;Feminino;Solteiro(a);40;Guarapuava
799;Regular;4.81;55;Boleto;Feminino;Solteiro(a);37;Colombo
800;Retorno;7.29;42;Boleto;Feminino;Solteiro(a);63;Pato Branco
801;Retorno;4.06;51;Boleto;Masculino;Casado(a);37;Pato Branco
802;Retorno;4.67;60;Boleto;Feminino;Solteiro(a);43;Dois Vizinhos
803;Retorno;4.07;46;Visa;Feminino;Casado(a);53;Guarapuava
804;Retorno;6.06;35;Boleto;Feminino;Solteiro(a);28;Toledo
805;Retorno;5.88;32;Boleto;Feminino;Casado(a);40;Pato Branco
806;Regular;7.84;41;Boleto;Feminino;Solteiro(a);46;Pato Branco
807;Retorno;7.36;46;Boleto;Feminino;Casado(a);51;Toledo
808;1Compra;6.94;35;Boleto;Feminino;Casado(a);26;Colombo
809;Retorno;6.57;55;Boleto;Feminino;Casado(a);22;Guarapuava
810;Retorno;5.95;30;Boleto;Masculino;Casado(a);27;Maringa
811;Regular;6.83;52;Boleto;Feminino;Casado(a);50;Toledo
812;Retorno;6.93;58;Boleto;Feminino;Casado(a);64;Pato Branco
813;Retorno;5.04;28;Boleto;Feminino;Casado(a);27;Colombo
814;Retorno;5.67;50;Boleto;Feminino;Solteiro(a);29;Colombo
815;1Compra;6.18;33;Boleto;Feminino;Solteiro(a);37;Pato Branco
816;Retorno;5.51;80;Boleto;Feminino;Solteiro(a);36;Toledo
817;1Compra;6.88;52;Boleto;Feminino;Casado(a);32;Dois Vizinhos
818;Retorno;4.88;49;Boleto;Feminino;Casado(a);54;Toledo
819;Regular;5.97;42;Boleto;Feminino;Solteiro(a);57;Colombo
820;Retorno;7.19;49;Boleto;Feminino;Solteiro(a);77;Maringa
821;Retorno;6.87;112;MasterCard;Feminino;Casado(a);50;Pato Branco
822;Regular;5.45;35;Boleto;Masculino;Casado(a);24;Pato Branco
823;Retorno;7.83;25;MasterCard;Feminino;Solteiro(a);32;Maringa
824;Retorno;7.29;30;Boleto;Masculino;Solteiro(a);26;Maringa
825;1Compra;4.22;133;Boleto;Masculino;Solteiro(a);28;Maringa
826;Retorno;4.17;52;Boleto;Feminino;Casado(a);57;Colombo
827;Retorno;4.18;36;Boleto;Feminino;Solteiro(a);55;Maringa
828;1Compra;6.29;23;Boleto;Feminino;Casado(a);26;Guarapuava
829;Retorno;6.46;49;Boleto;Feminino;Solteiro(a);48;Pato Branco
830;Regular;5.52;72;Visa;Feminino;Casado(a);41;Pato Branco
831;Retorno;6.34;40;Boleto;Feminino;Solteiro(a);38;Curitiba0
832;Regular;7.13;27;Boleto;Feminino;Casado(a);54;Maringa
833;Retorno;4.19;50;Boleto;Feminino;Casado(a);53;Maringa
834;1Compra;5.91;75;Boleto;Feminino;Casado(a);33;Maringa
835;Retorno;6.48;47;Boleto;Feminino;Casado(a);53;Maringa
836;Retorno;7.22;43;Boleto;Feminino;Solteiro(a);52;Pato Branco
837;Regular;4.85;70;Boleto;Feminino;Casado(a);23;Toledo
838;Retorno;4.93;42;Boleto;Feminino;Solteiro(a);41;Pato Branco
839;Retorno;6.19;32;Boleto;Feminino;Casado(a);29;Maringa
840;1Compra;6.75;50;Boleto;Feminino;Solteiro(a);59;Colombo
841;1Compra;7.52;78;Boleto;Feminino;Casado(a);38;Maringa
842;Retorno;5.32;105;Boleto;Feminino;Casado(a);42;Maringa
843;1Compra;7.09;109;Boleto;Feminino;Casado(a);45;Colombo
844;Retorno;7.79;125;Boleto;Feminino;Casado(a);38;Toledo
845;Retorno;7.03;50;Visa;Feminino;Casado(a);70;Colombo
846;Regular;5.33;100;Visa;Feminino;Solteiro(a);29;Toledo
847;Retorno;4.45;90;Boleto;Feminino;Casado(a);62;Maringa
848;Retorno;4.79;120;Boleto;Feminino;Solteiro(a);29;Colombo
849;Retorno;5.34;120;Boleto;Masculino;Casado(a);27;Colombo
850;Retorno;4.89;126;Boleto;Feminino;Casado(a);24;Maringa
851;Regular;6.87;60;Boleto;Feminino;Solteiro(a);28;Maringa
852;Retorno;4.49;63;Boleto;Masculino;Casado(a);40;Colombo
853;1Compra;6.46;120;Boleto;Feminino;Casado(a);40;Pato Branco
854;Retorno;5.48;78;Boleto;Feminino;Casado(a);47;Maringa
855;Retorno;7.44;65;Boleto;Feminino;Casado(a);44;Pato Branco
856;Retorno;5.18;110;Boleto;Masculino;Solteiro(a);44;Pato Branco
857;Retorno;4.94;120;Boleto;Feminino;Casado(a);40;Toledo
858;Retorno;5.11;63;Boleto;Feminino;Casado(a);76;Maringa
859;1Compra;6.37;76;Boleto;Feminino;Solteiro(a);53;Guarapuava
860;Regular;4.84;67;Visa;Masculino;Casado(a);47;Guarapuava
861;1Compra;4.09;90;Boleto;Feminino;Casado(a);64;Guarapuava
862;Retorno;4.17;96;Boleto;Feminino;Casado(a);44;Pato Branco
863;Regular;5.88;41;Boleto;Feminino;Solteiro(a);43;Guarapuava
864;Retorno;6.58;42;Boleto;Feminino;Casado(a);35;Maringa
865;Regular;8.79;45;Boleto;Feminino;Casado(a);57;Colombo
866;Retorno;6.01;140;Boleto;Feminino;Solteiro(a);60;Pato Branco
867;Retorno;5.54;120;Boleto;Feminino;Casado(a);29;Toledo
868;1Compra;6.71;100;Visa;Feminino;Solteiro(a);68;Pato Branco
869;Retorno;6.2;130;Boleto;Feminino;Casado(a);49;Colombo
870;Retorno;6.93;82;MasterCard;Feminino;Solteiro(a);42;Toledo
871;Retorno;6.52;63;Boleto;Feminino;Solteiro(a);52;Pato Branco
872;1Compra;6.48;32;MasterCard;Feminino;Casado(a);32;Pato Branco
873;Retorno;7.27;58;Boleto;Feminino;Casado(a);51;Colombo
874;1Compra;5.48;35;Boleto;Feminino;Casado(a);52;Pato Branco
875;1Compra;7.31;42;Boleto;Feminino;Casado(a);23;Pato Branco
876;Regular;7.89;38;Boleto;Feminino;Casado(a);48;Curitiba0
877;1Compra;7.16;30;Boleto;Feminino;Casado(a);23;Dois Vizinhos
878;Regular;4.24;21;Boleto;Feminino;Casado(a);44;Toledo
879;1Compra;6.46;16.3;Boleto;Feminino;Casado(a);24;Guarapuava
880;Retorno;7.11;26.1;Boleto;Masculino;Solteiro(a);57;Colombo
881;1Compra;5.51;35.9;Boleto;Masculino;Solteiro(a);36;Colombo
882;1Compra;4.48;46.2;Boleto;Feminino;Solteiro(a);26;Toledo
883;Retorno;6.05;57.4;Boleto;Masculino;Solteiro(a);49;Pato Branco
884;Retorno;5.38;65.2;Visa;Feminino;Solteiro(a);62;Pato Branco
885;1Compra;4.88;67.4;Boleto;Feminino;Solteiro(a);34;Guarapuava
886;Retorno;6.89;67.1;Boleto;Masculino;Casado(a);33;Maringa
887;Regular;7.3;59.8;Boleto;Feminino;Casado(a);31;Colombo
888;Retorno;5.02;43.7;Boleto;Feminino;Solteiro(a);41;Maringa
889;Retorno;6.2;36.3;Boleto;Feminino;Casado(a);40;Maringa
890;1Compra;7.99;29.4;Boleto;Feminino;Casado(a);50;Toledo
891;Retorno;7.51;25.9;Boleto;Masculino;Casado(a);39;Pato Branco
892;1Compra;5.67;36.3;MasterCard;Feminino;Casado(a);48;Colombo
893;Retorno;4.92;37;Boleto;Feminino;Solteiro(a);68;Pato Branco
894;Retorno;4.2;41.6;Boleto;Feminino;Casado(a);52;Toledo
895;Regular;6.67;54.9;Boleto;Feminino;Solteiro(a);42;Maringa
896;Retorno;6.27;66.2;Boleto;Feminino;Casado(a);67;Toledo
897;Regular;4.6;72.5;Boleto;Feminino;Casado(a);57;Pato Branco
898;Retorno;5.8;70.2;Boleto;Feminino;Casado(a);34;Toledo
899;Regular;4.9;54.2;Boleto;Feminino;Solteiro(a);28;Dois Vizinhos
900;Regular;7.51;44.9;Boleto;Feminino;Solteiro(a);25;Maringa
901;1Compra;5.82;36;Boleto;Feminino;Solteiro(a);26;CuritibaCuritiba
902;1Compra;4.87;27.9;Boleto;Feminino;Solteiro(a);76;Maringa
903;Retorno;6.62;31.8;Boleto;Feminino;Casado(a);63;Maringa
904;Regular;4.28;33.6;Boleto;Feminino;Casado(a);44;Dois Vizinhos
905;1Compra;5.64;35.2;Boleto;Feminino;Casado(a);71;Maringa
906;1Compra;7.28;45.3;Boleto;Feminino;Casado(a);48;Maringa
907;Regular;4.96;56.3;Visa;Feminino;Solteiro(a);56;Maringa
908;1Compra;6.82;58.2;Boleto;Feminino;Casado(a);49;Maringa
909;Retorno;6.37;69.7;Visa;Feminino;Solteiro(a);31;Toledo
910;Retorno;4.99;74.1;Boleto;Feminino;Casado(a);71;Pato Branco
911;1Compra;5.52;55.2;Boleto;Feminino;Casado(a);57;Curitiba0
912;Retorno;8.05;44.2;Visa;Feminino;Casado(a);28;Curitiba0
913;Regular;6.16;35.4;Boleto;Feminino;Casado(a);29;Toledo
914;1Compra;6.63;25.8;Boleto;Feminino;Casado(a);33;Guarapuava
915;Regular;7;22.6;Boleto;Feminino;Casado(a);21;Colombo
916;1Compra;8.04;30.7;Boleto;Feminino;Casado(a);35;Maringa
917;Regular;6.21;41.4;Boleto;Feminino;Solteiro(a);68;Pato Branco
918;1Compra;6.57;42;Boleto;Feminino;Solteiro(a);46;Colombo
919;1Compra;6.5;140;Boleto;Feminino;Casado(a);58;Londrina
920;1Compra;4.72;544;Visa;Masculino;Casado(a);77;Guarapuava
921;Retorno;6.97;901;Visa;Feminino;Solteiro(a);55;Toledo
922;Retorno;6.64;100;Boleto;Feminino;Casado(a);36;Maringa
923;Regular;6.97;862;Boleto;Feminino;Casado(a);37;Pato Branco
924;Regular;6.06;175;MasterCard;Feminino;Casado(a);43;Colombo
925;1Compra;4.21;111;Boleto;Feminino;Casado(a);27;Curitiba
926;Retorno;6.52;594;Boleto;Feminino;Casado(a);42;Londrina
927;Retorno;6.45;131;Boleto;Feminino;Casado(a);45;Guarapuava
928;Retorno;4.77;589;Boleto;Feminino;Casado(a);38;Guarapuava
929;Regular;5.41;54.3;Boleto;Masculino;Casado(a);57;Toledo
930;Retorno;5;79.9;Boleto;Feminino;Solteiro(a);29;Colombo
931;1Compra;6.77;57.1;Boleto;Feminino;Casado(a);43;Maringa
932;Regular;6.61;89.3;Boleto;Feminino;Casado(a);37;Toledo
933;Regular;5.2;115;Boleto;Feminino;Casado(a);72;Pato Branco
934;1Compra;4.25;126;Visa;Feminino;Casado(a);33;Dois Vizinhos
935;1Compra;5.39;76.5;Boleto;Feminino;Casado(a);31;Toledo
936;1Compra;5.63;81.1;Boleto;Feminino;Casado(a);25;Maringa
937;Retorno;4.43;56.7;Boleto;Feminino;Casado(a);38;Pato Branco
938;1Compra;7;138.8;Visa;Feminino;Solteiro(a);69;Toledo
939;Retorno;7.84;47.9;Boleto;Feminino;Casado(a);27;Maringa
940;Regular;5.13;42.5;Visa;Feminino;Casado(a);40;Pato Branco
941;Retorno;7.42;39.4;Boleto;Feminino;Casado(a);24;CuritibaCuritiba
942;Retorno;7.46;68.9;Boleto;2;Casado(a);38;Colombo
943;1Compra;4.52;60.3;Boleto;Feminino;Solteiro(a);35;Pato Branco
944;Regular;5.83;87.7;Boleto;Feminino;Casado(a);49;Guarapuava
945;1Compra;6.21;46.3;Boleto;Feminino;Casado(a);31;Guarapuava
946;1Compra;4.87;44.2;Boleto;Masculino;Casado(a);37;Guarapuava
947;Regular;5.46;84.4;Boleto;Feminino;Solteiro(a);50;Colombo
948;Regular;4.26;64.1;Boleto;Feminino;Casado(a);59;Dois Vizinhos
949;1Compra;6.24;115.3;MasterCard;Feminino;Solteiro(a);34;Maringa
950;1Compra;5.07;40.7;Boleto;Feminino;Casado(a);54;Guarapuava
951;Retorno;4.61;79.2;Boleto;Feminino;Casado(a);57;Toledo
952;Retorno;5.66;39.5;Boleto;Feminino;Casado(a);37;Pato Branco
953;Retorno;6.19;14.7;Visa;Feminino;Solteiro(a);74;Toledo
954;Retorno;7.47;24.1;Boleto;Masculino;Casado(a);23;Maringa
955;Retorno;7.38;117.3;MasterCard;Feminino;Solteiro(a);38;Toledo
956;Retorno;5.2;67.9;Boleto;Masculino;Solteiro(a);36;Pato Branco
957;1Compra;7.19;73.2;Boleto;Feminino;Casado(a);59;Pato Branco
958;Regular;5.8;63.7;Boleto;Feminino;Solteiro(a);25;Maringa
959;Retorno;4.96;36.1;Boleto;Feminino;Casado(a);45;Colombo
960;1Compra;6.26;58.6;Visa;Feminino;Casado(a);40;Guarapuava
961;1Compra;7.66;97.2;Visa;Feminino;Solteiro(a);60;Pato Branco
962;1Compra;4.62;41.8;Visa;Feminino;Casado(a);34;Toledo
963;1Compra;5.07;93.9;Boleto;Feminino;Casado(a);35;Pato Branco
964;Regular;7.23;21.8;Boleto;Feminino;Casado(a);26;Colombo
965;Retorno;7.59;17.3;Boleto;Feminino;Solteiro(a);22;Curitiba0
966;Retorno;7.94;65.9;Boleto;Feminino;Casado(a);25;Colombo
967;Retorno;6.87;32.4;Boleto;Feminino;Casado(a);68;Colombo
968;Retorno;7.31;61.1;Boleto;Feminino;Casado(a);55;Toledo
969;Regular;4.86;326;Boleto;Masculino;Solteiro(a);22;Curitiba0
970;1Compra;5.82;202;Boleto;Feminino;Casado(a);70;Guarapuava
971;Retorno;5.41;215;Boleto;Feminino;Casado(a);23;Guarapuava
972;1Compra;7.44;609;Boleto;Masculino;Solteiro(a);30;Toledo
973;1Compra;4.23;600;Boleto;Feminino;Casado(a);44;Pato Branco
974;Regular;7.29;764;Boleto;Feminino;Casado(a);54;Maringa
975;Retorno;5.58;304;Boleto;Feminino;Casado(a);37;Pato Branco
976;1Compra;7.16;252;Boleto;Feminino;Casado(a);61;Colombo
977;1Compra;6.53;746;Boleto;Feminino;Solteiro(a);30;Pato Branco
978;Retorno;5.54;629;MasterCard;Feminino;Casado(a);27;Toledo
979;1Compra;6.87;37;Visa;Feminino;Solteiro(a);31;Guarapuava
980;Retorno;4.72;41.6;Boleto;Feminino;Casado(a);41;Toledo
981;Regular;4.86;54.9;MasterCard;2;Casado(a);45;CuritibaCuritiba
982;1Compra;7.67;66.2;Boleto;Feminino;Casado(a);26;Curitiba
983;Retorno;6.75;72.5;Boleto;Feminino;Casado(a);35;Pato Branco
984;Retorno;5.45;70.2;Visa;Feminino;Casado(a);61;Maringa
985;1Compra;8.01;54.2;Boleto;Feminino;Solteiro(a);28;Colombo
986;Retorno;6.98;44.9;MasterCard;Feminino;Solteiro(a);55;Maringa
987;Regular;4.25;36;Boleto;Feminino;Solteiro(a);82;Pato Branco
988;Retorno;5.51;27.9;MasterCard;Feminino;Casado(a);62;Colombo
989;Retorno;5.65;31.8;Boleto;Feminino;Solteiro(a);57;Colombo
990;Regular;6.62;33.6;MasterCard;Feminino;Casado(a);40;Colombo
991;Retorno;7.37;35.2;Boleto;Feminino;Casado(a);73;Guarapuava
992;Retorno;4.26;45.3;Boleto;Feminino;Casado(a);37;Guarapuava
993;Retorno;7.8;56.3;Visa;Feminino;Solteiro(a);89;Toledo
994;Retorno;4.32;58.2;Boleto;Feminino;Solteiro(a);47;Dois Vizinhos
995;Retorno;5.87;69.7;Boleto;Feminino;Solteiro(a);26;Colombo
996;Retorno;4.2;74.1;Boleto;Feminino;Solteiro(a);30;Pato Branco
997;Regular;5.44;55.2;MasterCard;Feminino;Solteiro(a);35;Toledo
998;Retorno;7.65;44.2;Boleto;Feminino;Casado(a);39;Toledo
999;1Compra;6.44;35.4;Boleto;Masculino;Solteiro(a);50;Maringa
1000;Retorno;7.77;25.8;Boleto;Feminino;Casado(a);69;Maringa
1001;Retorno;4.65;22.6;Boleto;Feminino;Solteiro(a);32;Londrina
1002;Regular;7.54;30.7;Boleto;Feminino;Casado(a);22;Londrina
1003;Retorno;7.25;29.5;Boleto;Feminino;Casado(a);63;Maringa
1004;Retorno;6.02;31.6;Boleto;Feminino;Solteiro(a);39;Pato Branco
1005;Retorno;5.06;160.4;Boleto;Feminino;Casado(a);27;Pato Branco
1006;1Compra;4.72;64.5;Boleto;Feminino;Casado(a);70;Maringa
1007;Retorno;4.91;49.5;Boleto;Feminino;Casado(a);43;Pato Branco
1008;1Compra;4.37;71.4;Boleto;Feminino;Casado(a);31;Colombo
1009;Retorno;7.14;94;Boleto;Feminino;Casado(a);55;Colombo
1010;Regular;5.6;54.5;Boleto;Feminino;Casado(a);43;Toledo
1011;Retorno;5.34;38.5;Boleto;Feminino;Casado(a);39;Pato Branco
1012;Retorno;4.45;44.8;Boleto;Feminino;Casado(a);24;Maringa
1013;Regular;7.09;31.6;Boleto;Feminino;Solteiro(a);66;Colombo
1014;Retorno;4.3;70.82;Boleto;Feminino;Casado(a);53;Pato Branco
1015;Retorno;4.17;266;Boleto;Feminino;Casado(a);34;Guarapuava
1016;1Compra;7.32;74;Boleto;Feminino;Casado(a);32;Guarapuava
1017;Retorno;7.74;39.5;Boleto;Feminino;Solteiro(a);33;Maringa
1018;Retorno;4.27;30.02;Boleto;Masculino;Solteiro(a);78;Maringa
1019;1Compra;5.23;44.5;Boleto;Feminino;Casado(a);51;Colombo
1020;Retorno;5.07;192.8;Boleto;Feminino;Solteiro(a);35;Toledo
1021;Regular;4.29;71.2;Visa;Feminino;Casado(a);29;Londrina
1022;Retorno;7.63;18;Visa;Feminino;Casado(a);34;Pato Branco
1023;Regular;6.33;63.2;Boleto;Feminino;Casado(a);31;Guarapuava
1024;Retorno;5.91;75;Visa;Masculino;Casado(a);38;Toledo
1025;1Compra;5.41;63.2;Visa;Feminino;Casado(a);25;Colombo
1026;Retorno;6.38;40;MasterCard;Feminino;Casado(a);65;Maringa
1027;Retorno;7.32;105.5;Boleto;Feminino;Solteiro(a);68;Colombo
1028;Regular;8;29.5;Boleto;Feminino;Casado(a);41;Curitiba0
1029;Retorno;4.35;102.5;Boleto;Feminino;Casado(a);27;Toledo
1030;Retorno;7.58;117.5;Boleto;Masculino;Solteiro(a);33;Pato Branco
1031;1Compra;4.81;13.23;Boleto;Feminino;Casado(a);30;Guarapuava
1032;1Compra;7.03;52.5;Boleto;Feminino;Casado(a);33;Maringa
1033;Retorno;4.67;198.8;Visa;Feminino;Casado(a);31;Pato Branco
1034;1Compra;6.59;19.5;Boleto;Feminino;Solteiro(a);23;Guarapuava
1035;Retorno;7.06;123.5;Boleto;Feminino;Solteiro(a);27;Maringa
1036;Retorno;4.73;62.4;Boleto;Feminino;Casado(a);43;Maringa
1037;Regular;7.26;23.8;Boleto;Feminino;Solteiro(a);63;Colombo
1038;Retorno;4.64;39.6;Boleto;Feminino;Solteiro(a);45;Dois Vizinhos
1039;Retorno;4.87;25;Boleto;Feminino;Solteiro(a);57;Colombo
1040;Retorno;7.4;63.64;Boleto;Masculino;Casado(a);32;Toledo
1041;Retorno;7.18;14.82;Boleto;Feminino;Casado(a);0;Maringa
1042;Regular;4.63;145.2;Boleto;Feminino;Solteiro(a);34;Toledo
1043;Retorno;7.11;176.62;Visa;Feminino;Casado(a);62;Maringa
1044;1Compra;5.59;118.8;Boleto;Feminino;Casado(a);53;Pato Branco
1045;Retorno;7.1;58;Boleto;Feminino;Casado(a);40;Guarapuava
1046;Retorno;5.49;74;Boleto;Feminino;Casado(a);23;Toledo
1047;Retorno;6.27;49.5;Boleto;Feminino;Casado(a);23;Toledo
1048;Retorno;4.15;141.6;Boleto;Feminino;Casado(a);0;Guarapuava
1049;Retorno;7.8;123.1;Boleto;Feminino;Casado(a);56;Toledo
1050;1Compra;6.32;80.4;Boleto;Feminino;Casado(a);38;Maringa
1051;Regular;6.09;65.2;MasterCard;Feminino;Casado(a);37;Pato Branco
1052;1Compra;5.56;113;Boleto;Feminino;Solteiro(a);46;Pato Branco
1053;Retorno;6.42;108.8;Boleto;Masculino;Solteiro(a);44;Pato Branco
1054;Regular;7.95;59.91;Boleto;Feminino;Casado(a);28;Pato Branco
1055;Retorno;7.14;53.6;Visa;Feminino;Casado(a);29;Pato Branco
1056;Regular;5.98;31.6;Visa;Feminino;Casado(a);25;Londrina
1057;Retorno;5.1;49.5;Boleto;Feminino;Casado(a);46;Maringa
1058;Retorno;7.87;39.6;Visa;Feminino;Casado(a);21;Colombo
1059;1Compra;6.28;59.5;Visa;Feminino;Solteiro(a);28;Toledo
1060;Retorno;7.78;146.8;Boleto;Feminino;Casado(a);40;Maringa
1061;Retorno;5.22;47.2;Boleto;Feminino;Casado(a);28;Guarapuava
1062;Retorno;6.87;95.05;Boleto;Feminino;Solteiro(a);57;Pato Branco
1063;1Compra;7.11;155.32;Boleto;Feminino;Solteiro(a);64;Pato Branco
1064;Retorno;6.61;58;Boleto;Feminino;Casado(a);29;Maringa
1065;1Compra;5.12;69;Visa;Feminino;Solteiro(a);30;Guarapuava
1066;1Compra;7.24;46.5;Boleto;Feminino;Casado(a);38;Colombo
1067;Regular;7.76;45.22;MasterCard;Feminino;Casado(a);55;Pato Branco
1068;1Compra;8.09;84.74;Boleto;Feminino;Solteiro(a);60;Maringa
1069;Regular;5.69;39;Boleto;Feminino;Casado(a);20;Pato Branco
1070;1Compra;8.03;111.14;Boleto;Feminino;Casado(a);35;Guarapuava
1071;Retorno;4.78;86.8;MasterCard;Feminino;Casado(a);60;Maringa
1072;1Compra;4.92;89;Boleto;Feminino;Casado(a);22;Colombo
1073;1Compra;6.19;78;Boleto;Feminino;Solteiro(a);42;Curitiba0
1074;Retorno;5.4;53.2;Boleto;Feminino;Casado(a);32;Toledo
1075;Retorno;4.93;58.5;Boleto;Feminino;Casado(a);28;Colombo
1076;1Compra;4.17;46;MasterCard;Feminino;Solteiro(a);26;Maringa
1077;Retorno;6.88;37.5;Boleto;Feminino;Casado(a);45;Colombo
1078;Regular;6.75;20.8;Boleto;Feminino;Casado(a);61;Guarapuava
1079;Retorno;5.4;144;Boleto;Feminino;Casado(a);52;Maringa
1080;Retorno;5.83;107;MasterCard;Feminino;Casado(a);38;Colombo
1081;1Compra;7.88;31.6;Visa;Feminino;Casado(a);21;Londrina
1082;Retorno;4.17;57.6;Visa;Feminino;Solteiro(a);39;Colombo
1083;1Compra;4.59;95.2;Visa;Feminino;Casado(a);27;Pato Branco
1084;Retorno;7.59;22.42;MasterCard;Feminino;Casado(a);58;Pato Branco
1085;Retorno;7.44;159.75;Boleto;Feminino;Solteiro(a);61;Londrina
